id_fixture,season,current_league,league_match,date_fixture,round_fixture,referee,team_id,team_name,home_away,opponent_id,opponent_name,score_home_ht,score_away_ht,score_home_ft,score_away_ft,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,form_last_5,form_att_last_5,form_def_last_5,form_goal_for_average_last_5,form_goal_against_average_last_5,for_total_goal_home,for_total_goal_away,for_total_goal,for_total_average_goals_home,for_total_average_goals_away,for_total_average_goals,for_0-15_goal_total,for_0-15_goal_percentage,for_16-30_goal_total,for_16-30_goal_percentage,for_31-45_goal_total,for_31-45_goal_percentage,for_46-60_goal_total,for_46-60_goal_percentage,for_61-75_goal_total,for_61-75_goal_percentage,for_76-90_goal_total,for_76-90_goal_percentage,for_91-105_goal_total,for_91-105_goal_percentage,for_106-120_goal_total,for_106-120_goal_percentage,for_0.5_over,for_0.5_under,for_1.5_over,for_1.5_under,for_2.5_over,for_2.5_under,for_3.5_over,for_3.5_under,for_4.5_over,for_4.5_under,against_total_goal_home,against_total_goal_away,against_total_goal,against_total_average_goals_home,against_total_average_goals_away,against_total_average_goals,against_0-15_goal_total,against_0-15_goal_percentage,against_16-30_goal_total,against_16-30_goal_percentage,against_31-45_goal_total,against_31-45_goal_percentage,against_46-60_goal_total,against_46-60_goal_percentage,against_61-75_goal_total,against_61-75_goal_percentage,against_76-90_goal_total,against_76-90_goal_percentage,against_91-105_goal_total,against_91-105_goal_percentage,against_106-120_goal_total,against_106-120_goal_percentage,against_0.5_over,against_0.5_under,against_1.5_over,against_1.5_under,against_2.5_over,against_2.5_under,against_3.5_over,against_3.5_under,against_4.5_over,against_4.5_under,wins_home,wins_away,draws_home,draws_away,loses_home,loses_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,comparison_form,comparison_att,comparison_def,comparison_poisson_distribution,comparison_h2h,comparison_goals,comparison_tot,predict_winner_predict_id,predict_winner_predict_name,predict_win_or_draw,predict_under_over,predict_goal_home,predict_goal_away,predict_advice,predict_percent_home,predict_percent_draw,predict_percent_away,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
14858,2017,88,88,2017-12-24T15:45:00+00:00,Regular Season - 18,"Jochem Kamphuis, Netherlands",414,Roda,0,209,Feyenoord,2,0,5,1,4,1,9.0,4,5.0,4.0,9,5,0,36.0,1,0,4,347.0,265.0,76.0,0.27,0.47,0.2,1.4,2.4,8,8,16,1.0,0.9,0.9,3.0,18.75%,3.0,18.75%,4.0,25.00%,2.0,12.50%,2.0,12.50%,1.0,6.25%,1.0,6.25%,,,11,6,5,12,0,17,0,17,0,17,12,23,35,1.5,2.6,2.1,5.0,14.29%,3.0,8.57%,5.0,14.29%,8.0,22.86%,8.0,22.86%,5.0,14.29%,1.0,2.86%,,,16,1,10,7,6,11,2,15,1,16,2,1,2,0,4,8,1,0,1,0.27,0.37,0.14,0.24,0.25,0.23,0.25,209.0,Feyenoord,True,,-3.5,-2.5,Double chance : Feyenoord or draw,0.5,0.5,0.0,,,,,,,,,
14871,2017,88,88,2017-12-16T19:45:00+00:00,Regular Season - 17,"Dennis Higler, Netherlands",414,Roda,1,204,VVV Venlo,0,0,0,1,0,5,7.0,2,3.0,4.0,15,7,0,54.0,0,1,6,476.0,373.0,78.0,0.27,0.39,0.33,1.4,2.4,8,8,16,1.1,0.9,1.0,3.0,18.75%,3.0,18.75%,4.0,25.00%,2.0,12.50%,2.0,12.50%,1.0,6.25%,1.0,6.25%,,,11,5,5,11,0,16,0,16,0,16,11,23,34,1.6,2.6,2.1,5.0,14.71%,3.0,8.82%,5.0,14.71%,8.0,23.53%,8.0,23.53%,4.0,11.76%,1.0,2.94%,,,15,1,10,6,6,10,2,14,1,15,2,1,2,0,3,8,1,0,1,0.57,0.54,0.43,0.41,0.8,0.68,0.5720000000000001,414.0,Roda,True,,-2.5,-2.5,Double chance : Roda or draw,0.45,0.45,0.1,,,,,,,,,
14878,2017,88,88,2017-12-13T19:45:00+00:00,Regular Season - 16,"Reinold Wiedemeijer, Netherlands",414,Roda,0,198,ADO Den Haag,1,2,3,2,2,3,6.0,1,5.0,1.0,17,3,5,40.0,3,1,4,309.0,230.0,74.0,0.27,0.31,0.38,1.0,2.0,8,6,14,1.1,0.8,0.9,2.0,14.29%,3.0,21.43%,3.0,21.43%,2.0,14.29%,2.0,14.29%,1.0,7.14%,1.0,7.14%,,,10,5,4,11,0,15,0,15,0,15,11,20,31,1.6,2.5,2.1,4.0,12.90%,3.0,9.68%,5.0,16.13%,8.0,25.81%,6.0,19.35%,4.0,12.90%,1.0,3.23%,,,14,1,9,6,5,10,2,13,1,14,2,1,2,0,3,7,1,0,1,0.36,0.36,0.5,0.3,0.25,0.36,0.355,198.0,ADO Den Haag,True,,-2.5,-1.5,Double chance : ADO Den Haag or draw,0.45,0.45,0.1,,,,,,,,,
14886,2017,88,88,2017-12-10T11:30:00+00:00,Regular Season - 15,"Paulus van Boekel, Netherlands",414,Roda,1,202,Groningen,2,1,2,2,5,3,12.0,4,5.0,7.0,9,3,2,44.0,1,1,0,373.0,261.0,70.0,0.27,0.21,0.53,0.8,1.8,6,6,12,1.0,0.8,0.9,1.0,8.33%,3.0,25.00%,2.0,16.67%,2.0,16.67%,2.0,16.67%,1.0,8.33%,1.0,8.33%,,,9,5,3,11,0,14,0,14,0,14,9,20,29,1.5,2.5,2.1,4.0,13.79%,3.0,10.34%,4.0,13.79%,7.0,24.14%,6.0,20.69%,4.0,13.79%,1.0,3.45%,,,13,1,8,6,5,9,2,12,1,13,2,1,1,0,3,7,1,0,1,0.4,0.31,0.47,0.46,0.5,0.55,0.4479999999999999,202.0,Groningen,True,,-2.5,-2.5,Double chance : draw or Groningen,0.1,0.45,0.45,,,,,,,,,
14894,2017,88,88,2017-12-03T13:30:00+00:00,Regular Season - 14,"Christaan Bax, Netherlands",414,Roda,1,210,Heerenveen,0,0,2,1,3,3,6.0,0,4.0,2.0,10,1,3,43.0,2,0,5,409.0,302.0,74.0,0.07,0.13,0.31,0.4,2.2,4,6,10,0.8,0.8,0.8,1.0,10.00%,3.0,30.00%,2.0,20.00%,2.0,20.00%,1.0,10.00%,,,1.0,10.00%,,,8,5,2,11,0,13,0,13,0,13,8,20,28,1.6,2.5,2.2,4.0,14.29%,3.0,10.71%,4.0,14.29%,6.0,21.43%,6.0,21.43%,4.0,14.29%,1.0,3.57%,,,12,1,8,5,5,8,2,11,1,12,1,1,1,0,3,7,1,0,1,0.2,0.25,0.42,0.24,0.07,0.19,0.228,210.0,Heerenveen,True,,-1.5,-2.5,Double chance : draw or Heerenveen,0.1,0.45,0.45,,,,,,,,,
14904,2017,88,88,2017-11-26T11:30:00+00:00,Regular Season - 13,"Bas Nijhuis, Netherlands",414,Roda,0,194,Ajax,1,1,5,1,4,3,8.0,1,3.0,5.0,7,2,2,36.0,1,0,3,325.0,235.0,72.0,0.27,0.13,0.63,0.4,1.2,4,5,9,0.8,0.7,0.8,1.0,11.11%,3.0,33.33%,1.0,11.11%,2.0,22.22%,1.0,11.11%,,,1.0,11.11%,,,7,5,2,10,0,12,0,12,0,12,8,15,23,1.6,2.1,1.9,4.0,17.39%,3.0,13.04%,3.0,13.04%,4.0,17.39%,5.0,21.74%,3.0,13.04%,1.0,4.35%,,,11,1,7,5,4,8,1,11,0,12,1,1,1,0,3,6,1,0,1,0.25,0.09,0.4,0.12,0.15,0.26,0.212,194.0,Ajax,False,,-4.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
14910,2017,88,88,2017-11-19T15:45:00+00:00,Regular Season - 12,"Allard Lindhout, Netherlands",414,Roda,1,201,AZ Alkmaar,0,0,0,1,3,5,10.0,2,3.0,7.0,14,1,1,37.0,0,0,3,378.0,278.0,74.0,0.47,0.2,0.7,0.8,1.2,4,5,9,1.0,0.7,0.8,1.0,11.11%,3.0,33.33%,1.0,11.11%,2.0,22.22%,1.0,11.11%,,,1.0,11.11%,,,7,4,2,9,0,11,0,11,0,11,7,15,22,1.8,2.1,2.0,4.0,18.18%,3.0,13.64%,3.0,13.64%,4.0,18.18%,5.0,22.73%,2.0,9.09%,1.0,4.55%,,,10,1,7,4,4,7,1,10,0,11,1,1,1,0,2,6,1,0,1,0.41,0.31,0.57,0.28,0.5,0.5,0.428,201.0,AZ Alkmaar,True,,-1.5,-2.5,Double chance : draw or AZ Alkmaar,0.1,0.45,0.45,,,,,,,,,
14924,2017,88,88,2017-11-04T18:45:00+00:00,Regular Season - 11,"Rob Dieperink, Netherlands",414,Roda,0,196,Excelsior,1,0,1,0,3,3,7.0,1,5.0,2.0,12,5,0,38.0,0,1,3,328.0,221.0,67.0,0.47,0.33,0.53,1.0,1.4,4,5,9,1.0,0.8,0.9,1.0,11.11%,3.0,33.33%,1.0,11.11%,2.0,22.22%,1.0,11.11%,,,1.0,11.11%,,,7,3,2,8,0,10,0,10,0,10,7,14,21,1.8,2.3,2.1,4.0,19.05%,3.0,14.29%,2.0,9.52%,4.0,19.05%,5.0,23.81%,2.0,9.52%,1.0,4.76%,,,9,1,7,3,4,6,1,9,0,10,1,1,1,0,2,5,1,0,1,0.41,0.38,0.42,0.62,0.6,0.67,0.517,414.0,Roda,True,,-2.5,-1.5,Double chance : draw or Roda,0.1,0.45,0.45,,,,,,,,,
14935,2017,88,88,2017-10-28T16:30:00+00:00,Regular Season - 10,"Bernie Raymond Blom, Netherlands",414,Roda,1,209,Feyenoord,1,1,1,1,2,4,9.0,3,5.0,4.0,13,3,0,32.0,1,0,8,306.0,208.0,68.0,0.4,0.26,0.53,1.0,1.8,3,5,8,1.0,0.8,0.9,1.0,12.50%,2.0,25.00%,1.0,12.50%,2.0,25.00%,1.0,12.50%,,,1.0,12.50%,,,6,3,2,7,0,9,0,9,0,9,6,14,20,2.0,2.3,2.2,3.0,15.00%,3.0,15.00%,2.0,10.00%,4.0,20.00%,5.0,25.00%,2.0,10.00%,1.0,5.00%,,,8,1,7,2,4,5,1,8,0,9,1,1,0,0,2,5,1,0,1,0.6,0.5,0.44,0.14,0.15,0.21,0.34,209.0,Feyenoord,True,,-1.5,-2.5,Double chance : draw or Feyenoord,0.1,0.45,0.45,,,,,,,,,
14941,2017,88,88,2017-10-21T18:45:00+00:00,Regular Season - 9,"Serdar Gozubuyuk, Netherlands",414,Roda,0,415,Twente,1,0,3,0,2,3,5.0,0,3.0,2.0,11,2,2,53.0,2,0,2,435.0,333.0,77.0,0.4,0.5,0.2,1.0,1.6,3,5,8,1.0,1.0,1.0,1.0,12.50%,2.0,25.00%,1.0,12.50%,2.0,25.00%,1.0,12.50%,,,1.0,12.50%,,,6,2,2,6,0,8,0,8,0,8,6,11,17,2.0,2.2,2.1,3.0,17.65%,2.0,11.76%,2.0,11.76%,3.0,17.65%,4.0,23.53%,2.0,11.76%,1.0,5.88%,,,7,1,6,2,3,5,1,7,0,8,1,1,0,0,2,4,1,0,1,0.5,0.42,0.43,0.17,0.07,0.1,0.282,415.0,Twente,False,,-3.5,-1.5,Winner : Twente,0.45,0.45,0.1,,,,,,,,,
14954,2017,88,88,2017-10-14T16:30:00+00:00,Regular Season - 8,"Edwin Van de Graaf, Netherlands",414,Roda,1,203,NAC Breda,0,0,1,0,4,7,12.0,1,6.0,6.0,14,4,0,55.0,1,0,3,487.0,392.0,80.0,0.2,0.27,0.33,0.8,2.0,2,5,7,1.0,1.0,1.0,1.0,14.29%,2.0,28.57%,1.0,14.29%,2.0,28.57%,1.0,14.29%,,,,,,,5,2,2,5,0,7,0,7,0,7,6,11,17,3.0,2.2,2.4,3.0,17.65%,2.0,11.76%,2.0,11.76%,3.0,17.65%,4.0,23.53%,2.0,11.76%,1.0,5.88%,,,7,0,6,1,3,4,1,6,0,7,0,1,0,0,2,4,0,0,0,0.3,0.36,0.38,0.33,0.29,0.37,0.3379999999999999,203.0,NAC Breda,True,,-2.5,-3.5,Double chance : draw or NAC Breda,0.0,0.5,0.5,,,,,,,,,
14955,2017,88,88,2017-10-01T14:45:00+00:00,Regular Season - 7,"Danny Desmond Makkelie, Netherlands",414,Roda,0,426,Sparta Rotterdam,0,2,1,2,2,1,5.0,2,4.0,1.0,14,5,1,40.0,3,0,7,334.0,219.0,66.0,0.0,0.19,0.25,0.6,2.4,2,3,5,1.0,0.8,0.8,1.0,20.00%,1.0,20.00%,,,2.0,40.00%,1.0,20.00%,,,,,,,4,2,1,5,0,6,0,6,0,6,6,10,16,3.0,2.5,2.7,3.0,18.75%,2.0,12.50%,2.0,12.50%,3.0,18.75%,4.0,25.00%,1.0,6.25%,1.0,6.25%,,,6,0,6,0,3,3,1,5,0,6,0,0,0,0,2,4,0,0,0,0.0,0.43,0.33,0.32,0.8,0.63,0.502,426.0,Sparta Rotterdam,True,,-1.5,-1.5,Double chance : Sparta Rotterdam or draw,0.45,0.45,0.1,,,,,,,,,
14971,2017,88,88,2017-09-23T17:45:00+00:00,Regular Season - 6,"Bjorn Kuipers, Netherlands",414,Roda,0,206,Heracles,0,1,2,1,3,4,7.0,0,4.0,3.0,12,1,0,31.0,2,0,3,276.0,179.0,65.0,0.0,0.33,0.0,0.8,2.8,2,2,4,1.0,0.7,0.8,,,1.0,25.00%,,,2.0,50.00%,1.0,25.00%,,,,,,,3,2,1,4,0,5,0,5,0,5,6,8,14,3.0,2.7,2.8,3.0,21.43%,2.0,14.29%,2.0,14.29%,2.0,14.29%,4.0,28.57%,1.0,7.14%,,,,,5,0,5,0,3,2,1,4,0,5,0,0,0,0,2,3,0,0,0,0.0,0.33,0.42,0.27,0.62,0.67,0.462,206.0,Heracles,False,1.5,-3.5,-1.5,Combo Winner : Heracles and +1.5 goals,0.45,0.45,0.1,,,,,,,,,
14979,2017,88,88,2017-09-16T17:45:00+00:00,Regular Season - 5,"Paulus van Boekel, Netherlands",414,Roda,1,195,Willem II,1,3,1,3,4,6,12.0,2,4.0,8.0,15,5,2,53.0,2,0,4,462.0,373.0,81.0,0.0,0.3,0.0,0.8,2.8,1,2,3,1.0,0.7,0.8,,,1.0,33.33%,,,1.0,33.33%,1.0,33.33%,,,,,,,2,2,1,3,0,4,0,4,0,4,3,8,11,3.0,2.7,2.8,2.0,18.18%,1.0,9.09%,1.0,9.09%,2.0,18.18%,4.0,36.36%,1.0,9.09%,,,,,4,0,4,0,2,2,1,3,0,4,0,0,0,0,1,3,0,0,0,0.0,0.6,0.5,1.0,0.29,0.43,0.455,414.0,Roda,True,,-2.5,-1.5,Double chance : Roda or draw,0.45,0.45,0.1,,,,,,,,,
14985,2017,88,88,2017-09-10T12:30:00+00:00,Regular Season - 4,"Siemen Mulder, Netherlands",414,Roda,0,207,Utrecht,1,0,2,0,1,0,3.0,2,1.0,2.0,8,0,1,41.0,0,0,7,367.0,289.0,79.0,0.0,0.18,0.47,1.0,3.0,1,2,3,1.0,1.0,1.0,,,1.0,33.33%,,,1.0,33.33%,1.0,33.33%,,,,,,,2,1,1,2,0,3,0,3,0,3,3,6,9,3.0,3.0,3.0,1.0,11.11%,1.0,11.11%,1.0,11.11%,1.0,11.11%,4.0,44.44%,1.0,11.11%,,,,,3,0,3,0,2,1,1,2,0,3,0,0,0,0,1,2,0,0,0,0.0,0.33,0.18,0.0,0.62,0.6,0.433,207.0,Utrecht,False,,-3.5,-1.5,Winner : Utrecht,0.45,0.45,0.1,,,,,,,,,
14992,2017,88,88,2017-08-27T14:45:00+00:00,Regular Season - 3,"Danny Desmond Makkelie, Netherlands",414,Roda,0,197,PSV Eindhoven,2,0,2,0,2,3,6.0,1,3.0,3.0,14,4,2,46.0,1,0,7,393.0,308.0,78.0,0.0,0.19,0.56,1.5,3.5,1,2,3,1.0,2.0,1.5,,,1.0,33.33%,,,1.0,33.33%,1.0,33.33%,,,,,,,2,0,1,1,0,2,0,2,0,2,3,4,7,3.0,4.0,3.5,,,,,1.0,14.29%,1.0,14.29%,4.0,57.14%,1.0,14.29%,,,,,2,0,2,0,2,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0.0,0.3,0.3,0.29,0.15,0.08,0.2239999999999999,197.0,PSV Eindhoven,False,3.5,-5.5,-3.5,Combo Winner : PSV Eindhoven and +3.5 goals,0.5,0.5,0.0,,,,,,,,,
15008,2017,88,88,2017-08-18T18:00:00+00:00,Regular Season - 2,"Jochem Kamphuis, Netherlands",414,Roda,1,200,Vitesse,0,1,1,3,4,8,15.0,3,11.0,5.0,17,5,0,47.0,1,0,1,350.0,264.0,75.0,0.0,0.09,0.83,2.0,4.0,0,2,2,0.0,2.0,2.0,,,1.0,33.33%,,,1.0,33.33%,1.0,33.33%,,,,,,,1,0,1,0,0,1,0,1,0,1,0,4,4,0.0,4.0,4.0,,,,,,,1.0,33.33%,2.0,66.67%,,,,,,,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.33,0.2,0.0,0.0,0.08,0.203,200.0,Vitesse,False,2.5,-2.5,-4.5,Combo Winner : Vitesse and +2.5 goals,0.0,0.5,0.5,,,,,,,,,
15012,2017,88,88,2017-08-13T10:30:00+00:00,Regular Season - 1,"Bas Nijhuis, Netherlands",414,Roda,0,193,PEC Zwolle,1,1,4,2,6,3,10.0,1,8.0,2.0,9,2,4,38.0,1,0,6,319.0,234.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.29,0.25,0.27,193.0,PEC Zwolle,True,,,,Double chance : PEC Zwolle or draw,0.5,0.5,0.0,,,,,,,,,
14718,2017,88,88,2018-05-06T12:30:00+00:00,Regular Season - 34,"Edwin Van de Graaf, Netherlands",415,Twente,1,203,NAC Breda,1,1,1,1,8,7,20.0,5,9.0,11.0,11,7,3,45.0,0,0,4,386.0,306.0,79.0,0.27,0.22,0.44,0.8,2.0,24,12,36,1.5,0.7,1.1,7.0,18.42%,5.0,13.16%,5.0,13.16%,7.0,18.42%,9.0,23.68%,4.0,10.53%,1.0,2.63%,,,22,11,9,24,4,29,1,32,0,33,30,32,62,1.9,1.9,1.9,5.0,8.33%,8.0,13.33%,8.0,13.33%,9.0,15.00%,17.0,28.33%,10.0,16.67%,3.0,5.00%,,,28,5,19,14,10,23,4,29,1,32,4,1,5,3,7,13,3,2,5,0.4,0.36,0.47,0.54,0.85,0.69,0.552,415.0,Twente,True,,-2.5,-2.5,Double chance : Twente or draw,0.35,0.35,0.3,,,,,,,,,
14728,2017,88,88,2018-04-29T12:30:00+00:00,Regular Season - 33,"Jochem Kamphuis, Netherlands",415,Twente,0,200,Vitesse,1,0,5,0,3,1,6.0,2,2.0,4.0,16,0,2,43.0,1,0,4,388.0,286.0,74.0,0.33,0.3,0.65,1.2,1.4,24,12,36,1.5,0.8,1.1,7.0,18.42%,5.0,13.16%,5.0,13.16%,7.0,18.42%,9.0,23.68%,4.0,10.53%,1.0,2.63%,,,22,10,9,23,4,28,1,31,0,32,30,27,57,1.9,1.7,1.8,5.0,9.09%,8.0,14.55%,7.0,12.73%,8.0,14.55%,15.0,27.27%,9.0,16.36%,3.0,5.45%,,,27,5,18,14,9,23,3,29,0,32,4,1,5,3,7,12,3,2,5,0.56,0.38,0.53,0.26,0.38,0.37,0.413,200.0,Vitesse,True,,-2.5,-1.5,Double chance : Vitesse or draw,0.45,0.45,0.1,,,,,,,,,
14738,2017,88,88,2018-04-17T16:30:00+00:00,Regular Season - 32,"Paulus van Boekel, Netherlands",415,Twente,1,193,PEC Zwolle,2,0,2,0,5,7,12.0,0,6.0,6.0,18,8,3,36.0,1,0,2,268.0,162.0,60.0,0.13,0.33,0.4,1.0,1.8,22,12,34,1.5,0.8,1.1,7.0,19.44%,4.0,11.11%,4.0,11.11%,7.0,19.44%,9.0,25.00%,4.0,11.11%,1.0,2.78%,,,21,10,8,23,4,27,1,30,0,31,30,27,57,2.0,1.7,1.8,5.0,9.09%,8.0,14.55%,7.0,12.73%,8.0,14.55%,15.0,27.27%,9.0,16.36%,3.0,5.45%,,,27,4,18,13,9,22,3,28,0,31,3,1,5,3,7,12,2,2,4,0.33,0.38,0.53,0.52,0.5,0.47,0.455,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : draw or PEC Zwolle,0.1,0.45,0.45,,,,,,,,,
14746,2017,88,88,2018-04-14T16:30:00+00:00,Regular Season - 31,"Serdar Gozubuyuk, Netherlands",415,Twente,0,198,ADO Den Haag,1,1,2,1,1,5,7.0,1,4.0,3.0,13,4,0,44.0,1,0,3,356.0,221.0,62.0,0.2,0.31,0.5,1.0,1.6,22,11,33,1.5,0.7,1.1,6.0,17.14%,4.0,11.43%,4.0,11.43%,7.0,20.00%,9.0,25.71%,4.0,11.43%,1.0,2.86%,,,20,10,8,22,4,26,1,29,0,30,30,25,55,2.0,1.7,1.8,5.0,9.43%,8.0,15.09%,7.0,13.21%,7.0,13.21%,14.0,26.42%,9.0,16.98%,3.0,5.66%,,,26,4,17,13,9,21,3,27,0,30,3,1,5,3,7,11,2,2,4,0.43,0.45,0.58,0.36,0.29,0.45,0.427,198.0,ADO Den Haag,True,,-2.5,-1.5,Double chance : ADO Den Haag or draw,0.45,0.45,0.1,,,,,,,,,
14750,2017,88,88,2018-04-08T12:30:00+00:00,Regular Season - 30,"Danny Desmond Makkelie, Netherlands",415,Twente,1,209,Feyenoord,1,1,1,3,4,4,12.0,4,6.0,6.0,14,6,5,33.0,1,0,5,310.0,241.0,78.0,0.2,0.23,0.64,1.0,1.6,21,11,32,1.5,0.7,1.1,6.0,17.65%,3.0,8.82%,4.0,11.76%,7.0,20.59%,9.0,26.47%,4.0,11.76%,1.0,2.94%,,,19,10,8,21,4,25,1,28,0,29,27,25,52,1.9,1.7,1.8,5.0,10.00%,7.0,14.00%,7.0,14.00%,7.0,14.00%,12.0,24.00%,9.0,18.00%,3.0,6.00%,,,25,4,16,13,8,21,3,26,0,29,3,1,5,3,6,11,2,2,4,0.25,0.28,0.53,0.3,0.0,0.08,0.288,209.0,Feyenoord,True,,-2.5,-3.5,Double chance : draw or Feyenoord,0.1,0.45,0.45,,,,,,,,,
14760,2017,88,88,2018-04-01T10:30:00+00:00,Regular Season - 29,"Allard Lindhout, Netherlands",415,Twente,0,204,VVV Venlo,0,0,0,0,4,6,17.0,7,6.0,11.0,18,6,1,49.0,2,0,2,429.0,324.0,76.0,0.2,0.32,0.53,1.2,1.8,21,11,32,1.5,0.8,1.1,6.0,17.65%,3.0,8.82%,4.0,11.76%,7.0,20.59%,9.0,26.47%,4.0,11.76%,1.0,2.94%,,,19,9,8,20,4,24,1,27,0,28,27,25,52,1.9,1.8,1.9,5.0,10.00%,7.0,14.00%,7.0,14.00%,7.0,14.00%,12.0,24.00%,9.0,18.00%,3.0,6.00%,,,25,3,16,12,8,20,3,25,0,28,3,1,5,2,6,11,2,1,3,0.5,0.5,0.53,0.4,0.5,0.53,0.493,204.0,VVV Venlo,True,,-2.5,-2.5,Double chance : VVV Venlo or draw,0.45,0.45,0.1,,,,,,,,,
14773,2017,88,88,2018-03-17T17:30:00+00:00,Regular Season - 28,"Reinold Wiedemeijer, Netherlands",415,Twente,1,195,Willem II,1,1,2,2,3,11,17.0,3,11.0,6.0,14,2,1,57.0,2,0,4,507.0,389.0,77.0,0.13,0.26,0.53,1.0,1.8,19,11,30,1.5,0.8,1.1,6.0,18.75%,3.0,9.38%,3.0,9.38%,7.0,21.88%,9.0,28.13%,3.0,9.38%,1.0,3.13%,,,18,9,7,20,4,23,1,26,0,27,25,25,50,1.9,1.8,1.9,4.0,8.33%,7.0,14.58%,7.0,14.58%,7.0,14.58%,11.0,22.92%,9.0,18.75%,3.0,6.25%,,,24,3,15,12,8,19,3,24,0,27,3,1,4,2,6,11,2,1,3,0.25,0.42,0.36,0.59,0.5,0.44,0.427,195.0,Willem II,True,,-2.5,-2.5,Double chance : draw or Willem II,0.1,0.45,0.45,,,,,,,,,
14783,2017,88,88,2018-03-09T19:00:00+00:00,Regular Season - 27,"Kevin Blom, Netherlands",415,Twente,0,206,Heracles,0,0,2,1,5,4,11.0,2,6.0,5.0,14,3,2,44.0,3,0,4,357.0,271.0,76.0,0.13,0.27,0.27,0.8,2.2,19,10,29,1.5,0.8,1.1,6.0,20.00%,3.0,10.00%,3.0,10.00%,6.0,20.00%,8.0,26.67%,3.0,10.00%,1.0,3.33%,,,17,9,7,19,4,22,1,25,0,26,25,23,48,1.9,1.8,1.8,4.0,8.51%,7.0,14.89%,7.0,14.89%,6.0,12.77%,11.0,23.40%,9.0,19.15%,3.0,6.38%,,,23,3,14,12,8,18,3,23,0,26,3,1,4,2,6,10,2,1,3,0.18,0.36,0.42,0.26,0.71,0.67,0.433,206.0,Heracles,True,,-2.5,-1.5,Double chance : Heracles or draw,0.45,0.45,0.1,,,,,,,,,
14784,2017,88,88,2018-03-04T15:45:00+00:00,Regular Season - 26,"Ed Peter Janssen, Netherlands",415,Twente,1,202,Groningen,0,0,1,1,7,11,26.0,8,15.0,11.0,19,10,2,56.0,4,0,2,431.0,346.0,80.0,0.07,0.2,0.27,0.6,2.2,18,10,28,1.5,0.8,1.1,6.0,20.69%,3.0,10.34%,3.0,10.34%,6.0,20.69%,7.0,24.14%,3.0,10.34%,1.0,3.45%,,,16,9,7,18,4,21,1,24,0,25,24,23,47,2.0,1.8,1.9,4.0,8.70%,7.0,15.22%,7.0,15.22%,5.0,10.87%,11.0,23.91%,9.0,19.57%,3.0,6.52%,,,22,3,14,11,8,17,3,22,0,25,3,1,3,2,6,10,2,1,3,0.25,0.6,0.39,0.53,0.5,0.5,0.462,202.0,Groningen,True,,-2.5,-1.5,Double chance : draw or Groningen,0.1,0.45,0.45,,,,,,,,,
14793,2017,88,88,2018-02-25T15:45:00+00:00,Regular Season - 25,"Jochem Kamphuis, Netherlands",415,Twente,0,207,Utrecht,1,1,3,1,6,7,14.0,1,6.0,8.0,12,2,3,40.0,2,0,1,383.0,280.0,73.0,0.07,0.17,0.17,0.4,2.0,18,9,27,1.5,0.8,1.1,5.0,17.86%,3.0,10.71%,3.0,10.71%,6.0,21.43%,7.0,25.00%,3.0,10.71%,1.0,3.57%,,,15,9,7,17,4,20,1,23,0,24,24,20,44,2.0,1.7,1.8,4.0,9.30%,7.0,16.28%,7.0,16.28%,4.0,9.30%,10.0,23.26%,8.0,18.60%,3.0,6.98%,,,21,3,13,11,7,17,3,21,0,24,3,1,3,2,6,9,2,1,3,0.08,0.18,0.29,0.29,0.5,0.53,0.312,207.0,Utrecht,True,,-2.5,-1.5,Double chance : Utrecht or draw,0.45,0.45,0.1,,,,,,,,,
