id_fixture,season,current_league,league_match,date_fixture,round_fixture,referee,team_id,team_name,home_away,opponent_id,opponent_name,score_home_ht,score_away_ht,score_home_ft,score_away_ft,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,form_last_5,form_att_last_5,form_def_last_5,form_goal_for_average_last_5,form_goal_against_average_last_5,for_total_goal_home,for_total_goal_away,for_total_goal,for_total_average_goals_home,for_total_average_goals_away,for_total_average_goals,for_0-15_goal_total,for_0-15_goal_percentage,for_16-30_goal_total,for_16-30_goal_percentage,for_31-45_goal_total,for_31-45_goal_percentage,for_46-60_goal_total,for_46-60_goal_percentage,for_61-75_goal_total,for_61-75_goal_percentage,for_76-90_goal_total,for_76-90_goal_percentage,for_91-105_goal_total,for_91-105_goal_percentage,for_106-120_goal_total,for_106-120_goal_percentage,for_0.5_over,for_0.5_under,for_1.5_over,for_1.5_under,for_2.5_over,for_2.5_under,for_3.5_over,for_3.5_under,for_4.5_over,for_4.5_under,against_total_goal_home,against_total_goal_away,against_total_goal,against_total_average_goals_home,against_total_average_goals_away,against_total_average_goals,against_0-15_goal_total,against_0-15_goal_percentage,against_16-30_goal_total,against_16-30_goal_percentage,against_31-45_goal_total,against_31-45_goal_percentage,against_46-60_goal_total,against_46-60_goal_percentage,against_61-75_goal_total,against_61-75_goal_percentage,against_76-90_goal_total,against_76-90_goal_percentage,against_91-105_goal_total,against_91-105_goal_percentage,against_106-120_goal_total,against_106-120_goal_percentage,against_0.5_over,against_0.5_under,against_1.5_over,against_1.5_under,against_2.5_over,against_2.5_under,against_3.5_over,against_3.5_under,against_4.5_over,against_4.5_under,wins_home,wins_away,draws_home,draws_away,loses_home,loses_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,comparison_form,comparison_att,comparison_def,comparison_poisson_distribution,comparison_h2h,comparison_goals,comparison_tot,predict_winner_predict_id,predict_winner_predict_name,predict_win_or_draw,predict_under_over,predict_goal_home,predict_goal_away,predict_advice,predict_percent_home,predict_percent_draw,predict_percent_away,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
23427,2016,88,88,2016-08-14T10:30:00+00:00,Regular Season - 2,"Reinold Wiedemeijer, Netherlands",195,Willem II,0,206,Heracles,1,0,3,1,3,8,14.0,3,4.0,10.0,12,5,0,43.0,2,0,7,363.0,299.0,82.0,0.0,0.06,0.75,1.0,4.0,1,0,1,1.0,0.0,1.0,,,,,,,1.0,100.00%,,,,,,,,,1,0,0,1,0,1,0,1,0,1,4,0,4,4.0,0.0,4.0,,,2.0,50.00%,2.0,50.00%,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.5,0.2,0.0,0.5,0.53,0.433,206.0,Heracles,True,,-1.5,-1.5,Double chance : Heracles or draw,0.45,0.45,0.1,,,,,,,,,
23437,2016,88,88,2016-08-06T18:45:00+00:00,Regular Season - 1,"Allard Lindhout, Netherlands",195,Willem II,1,200,Vitesse,0,4,1,4,9,6,16.0,1,13.0,3.0,10,4,2,47.0,0,0,2,356.0,282.0,79.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,200.0,Vitesse,True,,,,Double chance : draw or Vitesse,0.0,0.5,0.5,,,,,,,,,
23136,2016,88,88,2017-05-14T12:30:00+00:00,Regular Season - 34,"Siemen Mulder, Netherlands",196,Excelsior,0,198,ADO Den Haag,3,1,4,1,2,6,12.0,4,8.0,4.0,13,2,0,56.0,0,0,1,482.0,411.0,85.0,0.8,1.0,0.44,1.8,1.0,27,15,42,1.6,0.9,1.3,13.0,29.55%,10.0,22.73%,4.0,9.09%,8.0,18.18%,4.0,9.09%,3.0,6.82%,2.0,4.55%,,,25,8,10,23,6,27,1,32,0,33,25,31,56,1.5,1.9,1.7,4.0,7.41%,7.0,12.96%,9.0,16.67%,13.0,24.07%,12.0,22.22%,9.0,16.67%,,,,,29,4,17,16,7,26,3,30,0,33,6,3,5,5,6,8,3,1,4,0.55,0.53,0.64,0.42,0.15,0.42,0.452,198.0,ADO Den Haag,True,,-2.5,-2.5,Double chance : ADO Den Haag or draw,0.35,0.35,0.3,,,,,,,,,
23146,2016,88,88,2017-05-07T12:30:00+00:00,Regular Season - 33,"Bernie Raymond Blom, Netherlands",196,Excelsior,1,209,Feyenoord,0,0,3,0,5,3,8.0,0,5.0,3.0,9,5,2,48.0,1,0,4,398.0,286.0,72.0,0.67,0.7,0.4,1.4,1.2,24,15,39,1.5,0.9,1.2,13.0,31.71%,10.0,24.39%,4.0,9.76%,6.0,14.63%,3.0,7.32%,3.0,7.32%,2.0,4.88%,,,24,8,9,23,5,27,1,31,0,32,25,31,56,1.6,1.9,1.8,4.0,7.41%,7.0,12.96%,9.0,16.67%,13.0,24.07%,12.0,22.22%,9.0,16.67%,,,,,29,3,17,15,7,25,3,29,0,32,5,3,5,5,6,8,2,1,3,0.5,0.32,0.4,0.21,0.0,0.22,0.33,209.0,Feyenoord,True,,-2.5,-3.5,Double chance : draw or Feyenoord,0.1,0.45,0.45,,,,,,,,,
23161,2016,88,88,2017-04-22T16:30:00+00:00,Regular Season - 32,"Bjorn Kuipers, Netherlands",196,Excelsior,0,413,NEC Nijmegen,0,0,0,1,1,3,4.0,0,3.0,1.0,9,5,1,46.0,1,0,0,416.0,327.0,79.0,0.53,0.41,0.59,1.4,1.4,24,14,38,1.5,0.9,1.2,13.0,32.50%,10.0,25.00%,4.0,10.00%,5.0,12.50%,3.0,7.50%,3.0,7.50%,2.0,5.00%,,,23,8,9,22,5,26,1,30,0,31,25,31,56,1.6,2.1,1.8,4.0,7.41%,7.0,12.96%,9.0,16.67%,13.0,24.07%,12.0,22.22%,9.0,16.67%,,,,,29,2,17,14,7,24,3,28,0,31,5,2,5,5,6,8,2,0,2,1.0,0.78,0.68,0.43,0.29,0.36,0.508,196.0,Excelsior,True,,-1.5,-2.5,Double chance : draw or Excelsior,0.1,0.45,0.45,,,,,,,,,
23169,2016,88,88,2017-04-15T17:45:00+00:00,Regular Season - 31,"Ed Peter Janssen, Netherlands",196,Excelsior,1,200,Vitesse,1,0,1,0,4,7,12.0,1,7.0,5.0,16,4,2,41.0,1,0,1,310.0,225.0,73.0,0.53,0.53,0.58,2.0,1.6,23,14,37,1.5,0.9,1.2,12.0,30.77%,10.0,25.64%,4.0,10.26%,5.0,12.82%,3.0,7.69%,3.0,7.69%,2.0,5.13%,,,22,8,9,21,5,25,1,29,0,30,25,31,56,1.7,2.1,1.9,4.0,7.41%,7.0,12.96%,9.0,16.67%,13.0,24.07%,12.0,22.22%,9.0,16.67%,,,,,29,1,17,13,7,23,3,27,0,30,4,2,5,5,6,8,1,0,1,0.4,0.45,0.33,0.38,0.15,0.27,0.33,200.0,Vitesse,True,,-2.5,-3.5,Double chance : draw or Vitesse,0.1,0.45,0.45,,,,,,,,,
23180,2016,88,88,2017-04-07T18:00:00+00:00,Regular Season - 30,"Allard Lindhout, Netherlands",196,Excelsior,0,426,Sparta Rotterdam,1,2,2,3,5,4,12.0,3,7.0,5.0,13,9,0,43.0,2,0,3,303.0,188.0,62.0,0.4,0.35,0.7,1.6,1.4,23,11,34,1.5,0.8,1.2,11.0,31.43%,9.0,25.71%,3.0,8.57%,4.0,11.43%,3.0,8.57%,3.0,8.57%,2.0,5.71%,,,21,8,8,21,4,25,1,28,0,29,25,29,54,1.7,2.1,1.9,4.0,7.55%,7.0,13.21%,9.0,16.98%,13.0,24.53%,12.0,22.64%,8.0,15.09%,,,,,28,1,16,13,7,22,3,26,0,29,4,1,5,5,6,8,1,0,1,0.5,0.67,0.61,0.32,1.0,0.6,0.54,196.0,Excelsior,True,,-2.5,-2.5,Double chance : draw or Excelsior,0.1,0.45,0.45,,,,,,,,,
23189,2016,88,88,2017-04-04T16:30:00+00:00,Regular Season - 29,"Jeroen Manschot, Netherlands",196,Excelsior,1,207,Utrecht,1,1,1,3,5,5,13.0,3,8.0,5.0,13,5,2,47.0,3,0,2,343.0,258.0,75.0,0.4,0.44,0.63,1.4,1.2,22,11,33,1.6,0.8,1.2,10.0,30.30%,9.0,27.27%,3.0,9.09%,3.0,9.09%,3.0,9.09%,3.0,9.09%,2.0,6.06%,,,20,8,8,20,4,24,1,27,0,28,22,29,51,1.6,2.1,1.8,4.0,7.84%,7.0,13.73%,8.0,15.69%,12.0,23.53%,12.0,23.53%,8.0,15.69%,,,,,27,1,15,13,6,22,3,25,0,28,4,1,5,5,5,8,1,0,1,0.38,0.41,0.45,0.39,0.38,0.47,0.413,207.0,Utrecht,True,,-2.5,-2.5,Double chance : draw or Utrecht,0.1,0.45,0.45,,,,,,,,,
23198,2016,88,88,2017-04-01T16:30:00+00:00,Regular Season - 28,"Jochem Kamphuis, Netherlands",196,Excelsior,0,193,PEC Zwolle,1,1,1,1,2,3,7.0,2,6.0,1.0,13,5,1,40.0,1,0,3,331.0,231.0,70.0,0.33,0.35,0.47,1.2,1.8,22,10,32,1.6,0.8,1.2,10.0,31.25%,9.0,28.13%,2.0,6.25%,3.0,9.38%,3.0,9.38%,3.0,9.38%,2.0,6.25%,,,19,8,8,19,4,23,1,26,0,27,22,28,50,1.6,2.2,1.9,4.0,8.00%,6.0,12.00%,8.0,16.00%,12.0,24.00%,12.0,24.00%,8.0,16.00%,,,,,26,1,15,12,6,21,3,24,0,27,4,1,5,4,5,8,1,0,1,0.42,0.43,0.47,0.43,0.15,0.19,0.348,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : PEC Zwolle or draw,0.45,0.45,0.1,,,,,,,,,
23200,2016,88,88,2017-03-19T13:30:00+00:00,Regular Season - 27,"Paulus van Boekel, Netherlands",196,Excelsior,1,194,Ajax,1,1,1,1,1,5,10.0,4,8.0,3.0,14,6,2,35.0,3,0,3,260.0,150.0,58.0,0.33,0.46,0.31,1.2,1.8,21,10,31,1.6,0.8,1.2,10.0,31.25%,9.0,28.13%,2.0,6.25%,3.0,9.38%,3.0,9.38%,3.0,9.38%,2.0,6.25%,,,18,8,8,18,4,22,1,25,0,26,21,28,49,1.6,2.2,1.9,4.0,8.33%,5.0,10.42%,7.0,14.58%,12.0,25.00%,12.0,25.00%,8.0,16.67%,,,,,25,1,15,11,6,20,3,23,0,26,4,1,4,4,5,8,1,0,1,0.28,0.35,0.18,0.2,0.0,0.0,0.253,194.0,Ajax,False,,-1.5,-3.5,Winner : Ajax,0.0,0.5,0.5,,,,,,,,,
23212,2016,88,88,2017-03-11T19:45:00+00:00,Regular Season - 26,"Christaan Bax, Netherlands",196,Excelsior,1,210,Heerenveen,2,0,4,1,7,3,13.0,3,8.0,5.0,15,6,4,31.0,3,0,0,266.0,162.0,61.0,0.2,0.18,0.47,0.6,1.8,17,10,27,1.4,0.8,1.1,9.0,32.14%,9.0,32.14%,1.0,3.57%,2.0,7.14%,3.0,10.71%,3.0,10.71%,1.0,3.57%,,,17,8,7,18,3,22,0,25,0,25,20,28,48,1.7,2.2,1.9,4.0,8.51%,5.0,10.64%,7.0,14.89%,12.0,25.53%,12.0,25.53%,7.0,14.89%,,,,,24,1,15,10,6,19,3,22,0,25,3,1,4,4,5,8,1,0,1,0.43,0.33,0.4,0.36,0.29,0.46,0.3779999999999999,210.0,Heerenveen,True,,-2.5,-2.5,Double chance : draw or Heerenveen,0.1,0.45,0.45,,,,,,,,,
23220,2016,88,88,2017-03-05T11:30:00+00:00,Regular Season - 25,"Bjorn Kuipers, Netherlands",196,Excelsior,0,201,AZ Alkmaar,1,0,1,1,6,4,12.0,2,7.0,5.0,22,8,3,47.0,2,0,2,353.0,241.0,68.0,0.13,0.1,0.4,0.4,2.4,17,9,26,1.4,0.8,1.1,9.0,34.62%,8.0,30.77%,1.0,3.85%,1.0,3.85%,3.0,11.54%,3.0,11.54%,1.0,3.85%,,,16,8,7,17,3,21,0,24,0,24,20,27,47,1.7,2.3,2.0,4.0,8.51%,5.0,10.64%,7.0,14.89%,12.0,25.53%,12.0,25.53%,7.0,14.89%,,,,,23,1,15,9,6,18,3,21,0,24,3,1,4,3,5,8,1,0,1,0.29,0.22,0.43,0.27,0.25,0.39,0.308,201.0,AZ Alkmaar,False,,-3.5,-1.5,Winner : AZ Alkmaar,0.45,0.45,0.1,,,,,,,,,
23231,2016,88,88,2017-02-25T18:45:00+00:00,Regular Season - 24,"Ed Peter Janssen, Netherlands",196,Excelsior,1,195,Willem II,0,0,0,2,6,7,14.0,1,7.0,7.0,9,4,0,56.0,2,1,3,502.0,412.0,82.0,0.2,0.23,0.15,0.6,2.2,17,9,26,1.5,0.8,1.1,9.0,34.62%,8.0,30.77%,1.0,3.85%,1.0,3.85%,3.0,11.54%,3.0,11.54%,1.0,3.85%,,,16,7,7,16,3,20,0,23,0,23,18,27,45,1.6,2.3,2.0,4.0,8.89%,5.0,11.11%,7.0,15.56%,12.0,26.67%,10.0,22.22%,7.0,15.56%,,,,,22,1,14,9,6,17,3,20,0,23,3,1,4,3,4,8,1,0,1,0.3,0.3,0.39,0.5,0.5,0.5,0.415,195.0,Willem II,True,,-1.5,-2.5,Double chance : draw or Willem II,0.1,0.45,0.45,,,,,,,,,
23240,2016,88,88,2017-02-18T18:45:00+00:00,Regular Season - 23,"Siemen Mulder, Netherlands",196,Excelsior,0,206,Heracles,1,0,4,0,3,8,14.0,3,4.0,10.0,7,5,0,40.0,3,1,9,337.0,265.0,79.0,0.2,0.3,0.1,0.6,1.8,17,9,26,1.5,0.8,1.2,9.0,34.62%,8.0,30.77%,1.0,3.85%,1.0,3.85%,3.0,11.54%,3.0,11.54%,1.0,3.85%,,,16,6,7,15,3,19,0,22,0,22,18,23,41,1.6,2.1,1.9,4.0,9.76%,5.0,12.20%,6.0,14.63%,11.0,26.83%,9.0,21.95%,6.0,14.63%,,,,,21,1,13,9,5,17,2,20,0,22,3,1,4,3,4,7,1,0,1,0.43,0.3,0.53,0.3,0.5,0.53,0.432,206.0,Heracles,True,,-2.5,-1.5,Double chance : Heracles or draw,0.45,0.45,0.1,,,,,,,,,
23247,2016,88,88,2017-02-12T11:30:00+00:00,Regular Season - 22,"Danny Desmond Makkelie, Netherlands",196,Excelsior,1,415,Twente,1,1,1,1,3,7,12.0,2,7.0,5.0,13,7,1,36.0,1,0,3,291.0,210.0,72.0,0.2,0.29,0.29,0.8,2.0,16,9,25,1.6,0.8,1.2,8.0,32.00%,8.0,32.00%,1.0,4.00%,1.0,4.00%,3.0,12.00%,3.0,12.00%,1.0,4.00%,,,15,6,7,14,3,18,0,21,0,21,17,23,40,1.7,2.1,1.9,4.0,10.00%,5.0,12.50%,5.0,12.50%,11.0,27.50%,9.0,22.50%,6.0,15.00%,,,,,20,1,13,8,5,16,2,19,0,21,3,1,3,3,4,7,1,0,1,0.33,0.44,0.44,0.5,0.71,0.57,0.498,196.0,Excelsior,True,,-2.5,-2.5,Double chance : Excelsior or draw,0.35,0.35,0.3,,,,,,,,,
23257,2016,88,88,2017-02-04T19:45:00+00:00,Regular Season - 21,"Edwin Van de Graaf, Netherlands",196,Excelsior,0,202,Groningen,0,0,1,1,3,5,14.0,6,5.0,9.0,11,2,1,53.0,2,0,2,450.0,352.0,78.0,0.13,0.21,0.42,0.8,2.2,16,8,24,1.6,0.8,1.2,8.0,33.33%,8.0,33.33%,1.0,4.17%,1.0,4.17%,3.0,12.50%,2.0,8.33%,1.0,4.17%,,,14,6,7,13,3,17,0,20,0,20,17,22,39,1.7,2.2,2.0,4.0,10.26%,5.0,12.82%,5.0,12.82%,10.0,25.64%,9.0,23.08%,6.0,15.38%,,,,,19,1,13,7,5,15,2,18,0,20,3,1,3,2,4,7,1,0,1,0.18,0.33,0.21,0.36,0.62,0.55,0.375,202.0,Groningen,True,,-2.5,-1.5,Double chance : Groningen or draw,0.45,0.45,0.1,,,,,,,,,
23268,2016,88,88,2017-01-28T18:45:00+00:00,Regular Season - 20,"Serdar Gozubuyuk, Netherlands",196,Excelsior,0,414,Roda,2,0,4,0,2,3,7.0,2,3.0,4.0,5,5,4,45.0,0,1,3,403.0,308.0,76.0,0.2,0.41,0.41,1.4,2.0,16,8,24,1.6,0.9,1.3,8.0,33.33%,8.0,33.33%,1.0,4.17%,1.0,4.17%,3.0,12.50%,2.0,8.33%,1.0,4.17%,,,14,5,7,12,3,16,0,19,0,19,17,18,35,1.7,2.0,1.8,4.0,11.43%,4.0,11.43%,5.0,14.29%,9.0,25.71%,7.0,20.00%,6.0,17.14%,,,,,18,1,12,7,4,15,1,18,0,19,3,1,3,2,4,6,1,0,1,0.6,1.0,0.38,0.63,0.4,0.27,0.456,414.0,Roda,True,-3.5,-1.5,-2.5,Combo Double chance : Roda or draw and -3.5 goals,0.35,0.35,0.3,,,,,,,,,
23272,2016,88,88,2017-01-22T13:30:00+00:00,Regular Season - 19,"Kevin Blom, Netherlands",196,Excelsior,1,410,GO Ahead Eagles,1,1,1,1,5,7,15.0,3,11.0,4.0,12,7,5,47.0,0,0,0,453.0,352.0,78.0,0.2,0.89,0.0,1.6,2.2,15,8,23,1.7,0.9,1.3,8.0,34.78%,7.0,30.43%,1.0,4.35%,1.0,4.35%,3.0,13.04%,2.0,8.70%,1.0,4.35%,,,13,5,7,11,3,15,0,18,0,18,16,18,34,1.8,2.0,1.9,3.0,8.82%,4.0,11.76%,5.0,14.71%,9.0,26.47%,7.0,20.59%,6.0,17.65%,,,,,17,1,12,6,4,14,1,17,0,18,3,1,2,2,4,6,1,0,1,0.75,0.73,0.45,0.75,0.5,0.38,0.593,196.0,Excelsior,True,,-2.5,-1.5,Double chance : Excelsior or draw,0.45,0.45,0.1,,,,,,,,,
23286,2016,88,88,2017-01-14T18:45:00+00:00,Regular Season - 18,"Bjorn Kuipers, Netherlands",196,Excelsior,0,197,PSV Eindhoven,1,0,2,0,1,2,4.0,1,1.0,3.0,11,3,0,40.0,2,0,8,390.0,280.0,72.0,0.4,0.85,0.15,2.2,2.2,15,8,23,1.7,1.0,1.4,8.0,34.78%,7.0,30.43%,1.0,4.35%,1.0,4.35%,3.0,13.04%,2.0,8.70%,1.0,4.35%,,,13,4,7,10,3,14,0,17,0,17,16,16,32,1.8,2.0,1.9,3.0,9.38%,4.0,12.50%,4.0,12.50%,8.0,25.00%,7.0,21.88%,6.0,18.75%,,,,,16,1,11,6,4,13,1,16,0,17,3,1,2,2,4,5,1,0,1,0.4,0.69,0.15,0.23,0.07,0.28,0.303,197.0,PSV Eindhoven,True,,-2.5,-2.5,Double chance : PSV Eindhoven or draw,0.45,0.45,0.1,,,,,,,,,
23293,2016,88,88,2016-12-18T11:30:00+00:00,Regular Season - 17,"Christaan Bax, Netherlands",196,Excelsior,1,413,NEC Nijmegen,1,1,2,2,5,5,12.0,2,5.0,7.0,8,6,5,49.0,1,0,2,354.0,238.0,67.0,0.33,0.91,0.0,2.0,2.2,13,8,21,1.6,1.0,1.3,7.0,33.33%,7.0,33.33%,1.0,4.76%,,,3.0,14.29%,2.0,9.52%,1.0,4.76%,,,12,4,6,10,3,13,0,16,0,16,14,16,30,1.8,2.0,1.9,3.0,10.00%,4.0,13.33%,3.0,10.00%,8.0,26.67%,7.0,23.33%,5.0,16.67%,,,,,15,1,10,6,4,12,1,15,0,16,3,1,1,2,4,5,1,0,1,0.42,0.59,0.48,0.74,0.2,0.22,0.442,196.0,Excelsior,True,,-3.5,-2.5,Double chance : Excelsior or draw,0.35,0.35,0.3,,,,,,,,,
23303,2016,88,88,2016-12-10T18:45:00+00:00,Regular Season - 16,"Pol van Boekel, Netherlands",196,Excelsior,0,210,Heerenveen,0,1,2,1,4,3,8.0,1,3.0,5.0,15,5,2,38.0,4,0,5,282.0,182.0,65.0,0.33,0.64,0.29,1.8,2.0,13,7,20,1.6,1.0,1.3,7.0,35.00%,7.0,35.00%,,,,,3.0,15.00%,2.0,10.00%,1.0,5.00%,,,11,4,6,9,3,12,0,15,0,15,14,14,28,1.8,2.0,1.9,3.0,10.71%,4.0,14.29%,3.0,10.71%,7.0,25.00%,7.0,25.00%,4.0,14.29%,,,,,14,1,9,6,4,11,1,14,0,15,3,1,1,2,4,4,1,0,1,0.5,0.56,0.44,0.27,0.29,0.44,0.417,210.0,Heerenveen,True,,-2.5,-2.5,Double chance : Heerenveen or draw,0.45,0.45,0.1,,,,,,,,,
23312,2016,88,88,2016-12-03T18:45:00+00:00,Regular Season - 15,"Dennis Higler, Netherlands",196,Excelsior,1,201,AZ Alkmaar,2,2,3,3,3,2,8.0,3,4.0,4.0,16,3,2,33.0,2,0,1,265.0,170.0,64.0,0.27,0.32,0.53,1.2,1.8,10,7,17,1.4,1.0,1.2,6.0,35.29%,6.0,35.29%,,,,,2.0,11.76%,2.0,11.76%,1.0,5.88%,,,10,4,5,9,2,12,0,14,0,14,11,14,25,1.6,2.0,1.8,2.0,8.00%,4.0,16.00%,2.0,8.00%,7.0,28.00%,7.0,28.00%,3.0,12.00%,,,,,13,1,8,6,3,11,1,13,0,14,3,1,0,2,4,4,1,0,1,0.33,0.4,0.4,0.42,0.15,0.32,0.337,201.0,AZ Alkmaar,True,,-2.5,-2.5,Double chance : draw or AZ Alkmaar,0.1,0.45,0.45,,,,,,,,,
23323,2016,88,88,2016-11-26T17:30:00+00:00,Regular Season - 14,"Siemen Mulder, Netherlands",196,Excelsior,0,200,Vitesse,1,2,2,2,5,3,11.0,3,5.0,6.0,15,8,1,37.0,3,0,3,307.0,198.0,64.0,0.2,0.31,0.38,0.8,1.6,10,5,15,1.4,0.8,1.2,4.0,26.67%,6.0,40.00%,,,,,2.0,13.33%,2.0,13.33%,1.0,6.67%,,,9,4,4,9,2,11,0,13,0,13,11,12,23,1.6,2.0,1.8,2.0,8.70%,3.0,13.04%,2.0,8.70%,7.0,30.43%,6.0,26.09%,3.0,13.04%,,,,,12,1,7,6,3,10,1,12,0,13,3,1,0,1,4,4,1,0,1,0.5,0.44,0.5,0.34,0.07,0.25,0.35,200.0,Vitesse,True,,-2.5,-1.5,Double chance : Vitesse or draw,0.45,0.45,0.1,,,,,,,,,
23329,2016,88,88,2016-11-19T19:45:00+00:00,Regular Season - 13,"Bjorn Kuipers, Netherlands",196,Excelsior,1,426,Sparta Rotterdam,2,1,3,2,7,3,14.0,4,9.0,5.0,8,6,1,39.0,1,0,0,317.0,198.0,62.0,0.0,0.11,0.0,0.2,1.8,7,5,12,1.2,0.8,1.0,4.0,33.33%,4.0,33.33%,,,,,1.0,8.33%,2.0,16.67%,1.0,8.33%,,,8,4,3,9,1,11,0,12,0,12,9,12,21,1.5,2.0,1.8,2.0,9.52%,2.0,9.52%,2.0,9.52%,7.0,33.33%,5.0,23.81%,3.0,14.29%,,,,,11,1,6,6,3,9,1,11,0,12,2,1,0,1,4,4,1,0,1,0.0,0.11,0.44,0.49,0.0,0.0,0.347,426.0,Sparta Rotterdam,True,,-1.5,-2.5,Double chance : draw or Sparta Rotterdam,0.1,0.45,0.45,,,,,,,,,
23337,2016,88,88,2016-11-06T11:30:00+00:00,Regular Season - 12,"Richard Liesveld, Netherlands",196,Excelsior,0,207,Utrecht,0,0,2,1,2,2,6.0,2,4.0,2.0,13,2,3,47.0,2,0,5,439.0,338.0,77.0,0.0,0.11,0.0,0.2,2.0,7,4,11,1.2,0.8,1.0,4.0,36.36%,4.0,36.36%,,,,,1.0,9.09%,1.0,9.09%,1.0,9.09%,,,7,4,3,8,1,10,0,11,0,11,9,10,19,1.5,2.0,1.7,2.0,10.53%,2.0,10.53%,2.0,10.53%,5.0,26.32%,5.0,26.32%,3.0,15.79%,,,,,10,1,5,6,3,8,1,10,0,11,2,1,0,1,4,3,1,0,1,0.0,0.1,0.29,0.31,0.38,0.47,0.31,207.0,Utrecht,False,,-3.5,-1.5,Winner : Utrecht,0.45,0.45,0.1,,,,,,,,,
23347,2016,88,88,2016-10-29T18:45:00+00:00,Regular Season - 11,"Danny Desmond Makkelie, Netherlands",196,Excelsior,0,194,Ajax,0,0,1,0,3,2,5.0,0,2.0,3.0,16,2,2,32.0,1,0,8,305.0,203.0,67.0,0.07,0.15,0.23,0.4,2.0,7,4,11,1.2,1.0,1.1,4.0,36.36%,4.0,36.36%,,,,,1.0,9.09%,1.0,9.09%,1.0,9.09%,,,7,3,3,7,1,9,0,10,0,10,9,9,18,1.5,2.3,1.8,2.0,11.11%,2.0,11.11%,2.0,11.11%,4.0,22.22%,5.0,27.78%,3.0,16.67%,,,,,9,1,5,5,3,7,1,9,0,10,2,1,0,1,4,2,1,0,1,0.07,0.13,0.29,0.2,0.0,0.08,0.154,194.0,Ajax,False,,-4.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
23360,2016,88,88,2016-10-21T18:00:00+00:00,Regular Season - 10,"Allard Lindhout, Netherlands",196,Excelsior,1,193,PEC Zwolle,0,0,0,2,5,5,16.0,6,8.0,8.0,11,9,1,51.0,1,0,3,408.0,327.0,80.0,0.27,0.38,0.31,1.0,1.8,7,4,11,1.4,1.0,1.2,4.0,36.36%,4.0,36.36%,,,,,1.0,9.09%,1.0,9.09%,1.0,9.09%,,,7,2,3,6,1,8,0,9,0,9,7,9,16,1.4,2.3,1.8,2.0,12.50%,2.0,12.50%,2.0,12.50%,3.0,18.75%,5.0,31.25%,2.0,12.50%,,,,,8,1,4,5,3,6,1,8,0,9,2,1,0,1,3,2,1,0,1,0.44,0.45,0.55,0.69,0.2,0.21,0.423,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : draw or PEC Zwolle,0.1,0.45,0.45,,,,,,,,,
23362,2016,88,88,2016-10-16T12:30:00+00:00,Regular Season - 9,"Jochem Kamphuis, Netherlands",196,Excelsior,1,414,Roda,0,0,0,1,5,5,18.0,8,11.0,7.0,9,6,3,51.0,1,0,2,369.0,273.0,74.0,0.27,0.38,0.25,1.2,2.4,7,4,11,1.8,1.0,1.4,4.0,36.36%,4.0,36.36%,,,,,1.0,9.09%,1.0,9.09%,1.0,9.09%,,,7,1,3,5,1,7,0,8,0,8,6,9,15,1.5,2.3,1.9,2.0,13.33%,2.0,13.33%,2.0,13.33%,2.0,13.33%,5.0,33.33%,2.0,13.33%,,,,,7,1,4,4,3,5,1,7,0,8,2,1,0,1,2,2,1,0,1,0.8,1.0,0.48,0.84,0.4,0.24,0.552,196.0,Excelsior,True,,-2.5,-1.5,Double chance : Excelsior or draw,0.45,0.45,0.1,,,,,,,,,
23374,2016,88,88,2016-10-01T18:45:00+00:00,Regular Season - 8,"Edwin Van de Graaf, Netherlands",196,Excelsior,0,410,GO Ahead Eagles,2,0,3,0,3,6,11.0,2,4.0,7.0,9,6,2,45.0,4,1,1,370.0,286.0,77.0,0.27,0.5,0.21,1.4,2.2,7,4,11,1.8,1.3,1.6,4.0,36.36%,4.0,36.36%,,,,,1.0,9.09%,1.0,9.09%,1.0,9.09%,,,7,0,3,4,1,6,0,7,0,7,6,6,12,1.5,2.0,1.7,1.0,8.33%,2.0,16.67%,1.0,8.33%,2.0,16.67%,4.0,33.33%,2.0,16.67%,,,,,6,1,3,4,2,5,1,6,0,7,2,1,0,1,2,1,1,0,1,0.5,0.64,0.42,0.46,0.8,0.6,0.57,196.0,Excelsior,True,,-2.5,-2.5,Double chance : draw or Excelsior,0.1,0.45,0.45,,,,,,,,,
